0,3
0,14
0,18
0,28
0,40
0,96
0,110
0,121
0,150
0,159
0,202
0,315
0,455
0,464
0,625
0,729
0,743
0,793
0,817
0,899
0,935
0,982
0,994
1,3
1,4
1,5
1,7
1,12
1,18
1,21
1,40
1,44
1,52
1,53
1,55
1,59
1,60
1,61
1,74
1,75
1,76
1,78
1,89
1,102
1,118
1,129
1,130
1,134
1,157
1,168
1,171
1,172
1,207
1,209
1,231
1,241
1,244
1,267
1,315
1,321
1,328
1,330
1,343
1,354
1,364
1,366
1,377
1,381
1,415
1,425
1,453
1,505
1,545
1,554
1,566
1,572
1,582
1,597
1,650
1,747
1,787
1,803
1,810
1,819
1,827
1,875
1,876
1,884
1,928
1,946
1,955
1,969
1,990
2,3
2,4
2,5
2,6
2,8
2,10
2,12
2,14
2,20
2,25
2,29
2,30
2,46
2,51
2,57
2,67
2,72
2,79
2,97
2,120
2,138
2,163
2,165
2,193
2,213
2,230
2,248
2,269
2,292
2,298
2,308
2,335
2,341
2,348
2,352
2,368
2,369
2,407
2,433
2,459
2,494
2,552
2,588
2,610
2,628
2,636
2,769
2,805
2,874
2,894
3,4
3,5
3,6
3,7
3,9
3,11
3,16
3,23
3,25
3,48
3,52
3,65
3,66
3,68
3,73
3,79
3,102
3,104
3,108
3,109
3,115
3,159
3,169
3,175
3,194
3,197
3,220
3,224
3,238
3,242
3,247
3,253
3,263
3,279
3,284
3,285
3,296
3,299
3,300
3,304
3,307
3,316
3,318
3,331
3,430
3,495
3,497
3,500
3,514
3,525
3,531
3,546
3,560
3,601
3,611
3,612
3,615
3,633
3,643
3,689
3,691
3,693
3,710
3,739
3,742
3,763
3,812
3,828
3,843
3,846
3,860
3,864
3,889
3,892
3,897
3,929
3,971
3,978
3,998
3,999
4,9
4,10
4,12
4,13
4,16
4,17
4,19
4,22
4,23
4,37
4,42
4,44
4,45
4,49
4,78
4,83
4,86
4,89
4,91
4,92
4,115
4,117
4,118
4,137
4,158
4,173
4,177
4,179
4,222
4,223
4,224
4,255
4,281
4,291
4,297
4,348
4,358
4,372
4,409
4,481
4,484
4,506
4,513
4,535
4,552
4,571
4,577
4,617
4,623
4,628
4,644
4,649
4,665
4,698
4,719
4,732
4,745
4,776
4,814
4,822
4,870
4,872
4,885
4,895
4,911
4,913
4,923
4,950
4,972
4,977
5,6
5,8
5,14
5,26
5,35
5,47
5,54
5,57
5,64
5,85
5,97
5,100
5,119
5,135
5,178
5,195
5,205
5,288
5,292
5,304
5,353
5,368
5,371
5,392
5,403
5,407
5,432
5,450
5,458
5,459
5,524
5,556
5,622
5,648
5,704
5,755
5,781
5,796
5,802
5,810
5,878
5,916
6,7
6,8
6,9
6,10
6,11
6,17
6,21
6,26
6,29
6,30
6,33
6,34
6,36
6,39
6,41
6,43
6,46
6,47
6,56
6,58
6,63
6,67
6,76
6,81
6,83
6,84
6,87
6,91
6,92
6,94
6,98
6,100
6,105
6,106
6,107
6,108
6,110
6,112
6,113
6,122
6,124
6,130
6,131
6,142
6,144
6,153
6,173
6,177
6,178
6,181
6,197
6,204
6,223
6,225
6,233
6,247
6,251
6,266
6,283
6,297
6,301
6,317
6,326
6,329
6,345
6,359
6,360
6,366
6,375
6,393
6,397
6,402
6,410
6,423
6,432
6,436
6,456
6,457
6,470
6,526
6,541
6,548
6,550
6,557
6,563
6,573
6,576
6,580
6,584
6,587
6,594
6,598
6,616
6,621
6,637
6,641
6,650
6,663
6,675
6,687
6,705
6,706
6,724
6,731
6,739
6,779
6,780
6,783
6,784
6,792
6,803
6,874
6,881
6,917
6,944
6,963
6,975
6,988
7,11
7,15
7,26
7,32
7,74
7,93
7,105
7,121
7,126
7,127
7,128
7,133
7,145
7,182
7,185
7,186
7,195
7,196
7,214
7,234
7,253
7,263
7,276
7,298
7,343
7,346
7,395
7,416
7,429
7,435
7,487
7,533
7,606
7,617
7,623
7,630
7,634
7,676
7,787
7,808
7,821
7,867
7,936
7,972
8,31
8,33
8,58
8,132
8,140
8,163
8,171
8,180
8,215
8,219
8,286
8,306
8,335
8,385
8,387
8,391
8,411
8,619
8,642
8,658
8,672
8,693
8,783
8,852
8,992
9,13
9,17
9,25
9,41
9,80
9,81
9,121
9,145
9,152
9,154
9,187
9,203
9,205
9,218
9,221
9,262
9,281
9,297
9,327
9,368
9,416
9,451
9,494
9,560
9,640
9,705
9,730
9,834
9,860
9,865
9,926
10,13
10,91
10,122
10,125
10,156
10,168
10,193
10,211
10,394
10,396
10,502
10,537
10,656
10,848
10,979
10,989
11,16
11,18
11,22
11,31
11,38
11,49
11,51
11,56
11,75
11,79
11,93
11,95
11,105
11,107
11,113
11,143
11,174
11,188
11,212
11,259
11,261
11,270
11,315
11,323
11,332
11,349
11,363
11,403
11,445
11,449
11,479
11,489
11,499
11,608
11,618
11,820
11,870
11,891
11,932
12,27
12,45
12,78
12,132
12,175
12,248
12,337
12,360
12,424
12,457
12,638
12,643
12,712
12,874
12,958
13,15
13,19
13,20
13,21
13,36
13,60
13,93
13,141
13,157
13,170
13,171
13,251
13,294
13,300
13,309
13,312
13,405
13,423
13,435
13,481
13,521
13,547
13,552
13,556
13,604
13,768
14,15
14,20
14,22
14,24
14,27
14,32
14,33
14,34
14,45
14,47
14,51
14,72
14,89
14,137
14,160
14,164
14,168
14,184
14,198
14,278
14,282
14,328
14,332
14,337
14,382
14,409
14,421
14,436
14,448
14,454
14,474
14,479
14,511
14,546
14,570
14,595
14,627
14,718
14,744
14,861
14,925
15,28
15,35
15,103
15,109
15,111
15,130
15,134
15,155
15,226
15,306
15,519
15,567
15,632
15,800
16,85
16,109
16,146
16,163
16,216
16,229
16,256
16,484
16,591
16,625
16,776
17,19
17,41
17,99
17,126
17,141
17,160
17,229
17,271
17,273
17,406
17,585
17,648
17,664
17,964
18,23
18,24
18,29
18,32
18,50
18,55
18,61
18,62
18,64
18,65
18,70
18,74
18,80
18,83
18,99
18,100
18,103
18,125
18,134
18,139
18,142
18,153
18,188
18,200
18,205
18,207
18,220
18,257
18,268
18,273
18,275
18,284
18,287
18,321
18,322
18,325
18,334
18,344
18,346
18,353
18,370
18,388
18,399
18,400
18,412
18,467
18,472
18,478
18,497
18,517
18,550
18,568
18,593
18,603
18,608
18,708
18,714
18,715
18,716
18,723
18,801
18,812
18,838
18,858
18,887
18,896
18,931
18,947
18,950
19,24
19,34
19,43
19,48
19,54
19,65
19,77
19,82
19,115
19,183
19,208
19,232
19,245
19,246
19,364
19,443
19,488
19,518
19,519
19,553
19,775
19,785
19,833
19,905
20,62
20,146
20,199
20,259
20,265
20,479
20,565
20,593
20,605
20,631
20,868
21,31
21,35
21,37
21,38
21,53
21,62
21,139
21,145
21,150
21,161
21,191
21,235
21,237
21,240
21,269
21,354
21,356
21,397
21,440
21,447
21,460
21,469
21,496
21,531
21,534
21,591
21,615
21,633
21,654
21,708
21,712
21,773
21,791
21,795
22,37
22,95
22,104
22,123
22,258
22,289
22,356
22,363
22,473
22,623
22,643
22,657
22,828
22,829
23,27
23,59
23,69
23,71
23,76
23,90
23,101
23,106
23,199
23,255
23,327
23,382
23,414
23,508
23,533
23,560
23,574
23,661
23,713
23,756
23,824
23,841
23,851
23,878
23,909
23,971
24,52
24,71
24,170
24,245
24,320
24,342
24,813
24,892
25,53
25,56
25,61
25,101
25,162
25,437
25,602
25,624
25,690
25,722
25,723
25,881
26,84
26,151
26,266
26,339
26,969
27,28
27,50
27,72
27,87
27,106
27,140
27,154
27,190
27,367
27,429
27,513
27,668
27,747
27,760
27,836
27,866
27,876
27,984
28,42
28,189
28,313
28,325
28,350
28,450
28,514
28,746
28,810
28,876
29,30
29,64
29,71
29,683
29,785
29,954
30,46
30,126
30,135
30,203
30,211
30,230
30,286
30,320
30,461
30,517
30,532
30,608
30,665
30,786
30,837
30,945
31,86
31,414
31,542
31,679
31,690
31,777
32,39
32,40
32,42
32,50
32,54
32,58
32,66
32,155
32,259
32,314
32,344
32,357
32,387
32,420
32,448
32,554
32,559
32,583
32,655
32,662
32,670
32,719
32,777
32,788
32,944
32,961
33,92
33,98
33,102
33,227
33,261
33,272
33,379
33,943
34,36
34,38
34,68
34,69
34,90
34,129
34,185
34,250
34,252
34,262
34,346
34,379
34,392
34,410
34,458
34,493
34,496
34,523
34,703
34,715
34,758
34,772
34,792
34,804
34,822
34,833
34,853
34,915
35,43
35,48
35,49
35,73
35,143
35,175
35,195
35,254
35,528
35,543
35,685
35,781
35,845
35,924
35,937
35,949
35,981
35,992
36,39
36,99
36,166
36,295
36,313
36,320
36,360
36,421
36,524
36,660
36,975
36,995
37,117
37,646
37,697
38,207
38,348
38,602
38,684
38,706
38,899
39,67
39,149
39,516
39,518
39,565
39,630
39,689
39,968
40,161
40,308
40,339
41,44
41,116
41,119
41,125
41,143
41,438
41,455
41,614
41,680
41,823
41,840
41,893
41,912
41,918
42,154
42,216
42,260
42,334
42,381
42,405
42,422
42,493
42,589
42,596
42,835
42,937
43,57
43,94
43,136
43,138
43,226
43,307
43,365
43,391
43,396
43,431
43,440
43,490
43,615
43,940
44,60
44,70
44,116
44,136
44,160
44,237
44,249
44,311
44,373
44,376
44,403
44,509
44,566
44,605
44,620
44,843
45,55
45,68
45,104
45,169
45,178
45,180
45,182
45,194
45,196
45,289
45,314
45,319
45,487
45,506
45,531
45,541
45,568
45,837
45,868
45,871
45,887
45,923
45,991
45,999
46,165
47,70
47,75
47,228
47,258
47,308
47,721
48,69
48,114
48,167
48,271
48,413
48,477
48,786
48,849
49,475
49,666
49,862
49,886
50,176
50,179
50,182
50,190
50,313
50,376
50,398
50,695
50,835
51,77
51,82
51,84
51,88
51,117
51,149
51,239
51,242
51,280
51,380
51,384
51,651
51,770
51,811
51,875
51,925
51,971
52,127
52,133
52,135
52,189
52,212
52,336
52,454
52,461
52,511
52,597
53,63
53,431
53,512
53,522
53,574
53,668
53,738
53,768
53,867
53,888
54,59
54,63
54,114
54,116
54,128
54,170
54,198
54,202
54,253
54,272
54,378
54,510
54,529
54,634
54,871
54,933
55,73
55,81
55,131
55,191
55,192
55,274
55,310
55,355
55,434
55,527
55,555
55,606
55,688
55,706
55,741
55,955
56,94
56,146
56,196
56,261
56,268
56,399
56,523
56,594
56,762
56,791
56,837
56,882
56,884
56,886
56,909
57,120
57,140
57,241
57,419
57,650
58,120
58,290
58,349
58,883
59,80
59,118
59,342
59,352
59,545
59,644
59,721
59,779
59,792
59,797
60,66
60,159
60,176
60,181
60,183
60,190
60,201
60,226
60,232
60,380
60,428
60,455
60,534
60,589
60,603
60,635
60,652
60,656
60,666
60,723
60,736
60,742
60,787
60,879
60,890
60,942
60,949
61,247
61,325
61,413
61,490
61,572
61,673
61,903
61,921
62,164
62,228
62,244
62,250
62,390
62,405
62,415
62,482
63,101
63,112
63,122
63,151
63,227
63,243
63,274
63,462
63,521
63,691
63,701
63,752
63,757
63,911
64,129
64,184
64,232
64,314
64,316
64,318
64,618
64,696
64,705
64,799
65,167
65,696
66,77
66,88
66,147
66,164
66,167
66,206
66,384
66,396
66,430
66,511
66,549
66,592
66,631
66,673
66,702
66,880
66,957
67,142
67,184
67,192
67,202
67,443
67,466
67,726
67,752
68,111
68,138
68,141
68,158
68,222
68,227
68,317
68,564
68,669
68,685
68,692
69,139
70,148
70,199
70,279
70,305
70,309
70,361
70,553
70,555
70,620
70,736
71,82
71,174
71,186
71,194
71,271
71,273
71,323
71,401
71,427
71,480
71,598
71,653
71,832
71,973
71,977
72,174
72,210
72,243
72,384
72,662
72,721
72,755
72,948
72,952
73,85
73,307
73,768
74,214
