58,7
0,4
8,27
25,18
12,27
55,0
16,8
34,56
88,11
42,7
25,13
28,11
30,6
25,28
55,72
3,51
3,8
91,65
28,2
54,86
8,32
8,90
95,50
10,39
7,85
7,0
50,79
0,17
5,38
20,4
40,3
34,96
77,89
82,73
3,62
78,61
7,0
7,53
7,0
51,68
31,10
0,56
52,58
34,81
52,79
47,25
34,13
25,8
15,87
62,3
26,81
2,13
50,72
76,48
17,0
10,64
38,50
7,25
23,38
68,35
39,27
67,59
3,14
58,52
22,53
93,51
7,0
51,3
14,65
58,79
59,89
31,58
9,50
0,26
16,19
57,39
3,14
84,75
16,51
7,94
51,23
51,2
53,92
51,10
44,52
3,17
51,2
65,3
42,27
96,90
29,7
50,52
0,87
38,7
47,20
57,50
14,33
63,28
28,62
3,4
19,56
89,14
0,34
2,4
25,13
10,19
25,2
20,6
44,76
28,31
28,44
32,27
82,1
59,78
40,5
0,7
72,56
15,25
41,19
2,53
57,56
14,51
1,27
30,3
52,1
38,25
3,29
4,87
7,10
75,27
61,0
58,68
56,97
2,76
62,20
63,25
16,70
30,41
17,17
7,14
31,0
81,22
78,59
51,53
87,3
2,87
3,38
51,9
22,39
34,82
28,27
51,0
0,15
65,3
58,24
19,13
0,65
10,2
3,9
2,10
5,56
27,81
66,38
4,78
19,75
0,27
76,31
14,50
10,54
14,38
9,51
64,68
24,22
5,10
53,50
62,72
0,32
27,11
25,34
48,50
27,51
22,0
3,20
56,3
0,72
25,65
65,59
3,88
87,38
39,48
7,0
4,7
61,10
54,22
5,58
0,26
5,51
1,73
32,65
59,28
50,89
0,14
5,5
64,25
78,27
84,7
38,15
68,76
38,34
0,0
65,27
55,51
51,75
44,31
7,17
0,7
3,52
0,0
19,57
8,4
31,3
3,69
21,20
7,50
0,8
1,68
40,4
0,0
82,38
16,63
38,4
7,6
15,10
69,53
96,1
2,6
42,38
99,26
35,86
3,54
10,2
50,26
53,98
0,14
0,44
0,0
65,31
89,93
26,2
0,50
3,7
58,31
33,50
17,55
53,9
64,13
26,29
64,2
22,5
26,27
14,59
78,19
7,10
27,2
13,0
62,22
58,20
64,45
2,15
75,1
3,25
53,75
32,13
11,77
7,59
11,24
62,53
69,25
2,72
84,27
31,14
75,56
23,31
29,79
79,38
16,14
59,62
3,9
75,38
12,58
8,44
4,79
0,31
27,0
13,10
14,4
16,13
4,20
14,8
21,31
